"BehaviorSpace results (NetLogo 7.0.3)","Table version 2.0"
"project-Final.nlogox"
"experiment"
"01/26/2026 14:32:15:586 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-40","40","-40","40"
"[run number]","initial-distribution","exposureChance","population","[step]","count turtles","violenceLevel","peopleLeavePlatform","hateSpeechSpread","mean [opinion] of turtles","mean [radicalization] of turtles","mean [trust-in-platform] of turtles"
"219","Moderate Majority","0.8","500","20000","350","98","150","1494205","0.3039670149047112","0.9800639849982717","0.9813428571428571"
"221","Moderate Majority","0.8","500","20000","291","97.9381443298969","209","1169843","0.3710865912387518","0.9794343131136038","0.9815292096219931"
"225","Moderate Majority","0.8","500","20000","261","100","239","971862","0.42528735632183906","1","1"
"226","Moderate Majority","0.8","500","20000","267","100","233","983139","0.5767790262172284","1","1"
"214","Moderate Majority","0.8","500","20000","400","93.5","100","1750461","0.7283894138916115","0.935201267337556","0.9448374999999998"
"224","Moderate Majority","0.8","500","20000","331","99.69788519637463","169","1438189","0.3186516742325888","0.9969872081042113","0.997190332326284"
"223","Moderate Majority","0.8","500","20000","368","98.36956521739131","132","1610806","0.717761941228493","0.9837602588434148","0.9853260869565217"
"230","Moderate Majority","0.8","500","20000","246","100","254","849979","0.4878048780487805","1","1"
"227","Moderate Majority","0.8","500","20000","316","99.0506329113924","184","1341217","0.3369203735635517","0.9905392626307782","0.9912816455696203"
"233","Moderate Majority","0.8","500","20000","251","100","249","919019","0.44621513944223107","1","1"
"238","Moderate Majority","0.8","500","20000","229","100","271","809433","0.4847161572052402","1","1"
"232","Moderate Majority","0.8","500","20000","265","100","235","1052170","0.4","1","1"
"228","Moderate Majority","0.8","500","20000","377","97.34748010610079","123","1692120","0.272721294266761","0.9735886223819484","0.9770291777188328"
"240","Moderate Majority","0.8","500","20000","241","100","259","880661","0.5394190871369294","1","1"
"229","Moderate Majority","0.8","500","20000","321","96.57320872274143","179","1347603","0.661784032329056","0.965823810920858","0.971183800623053"
"239","Moderate Majority","0.8","500","20000","278","99.64028776978418","222","1094793","0.620408941896413","0.9964128407861502","0.9965287769784171"
"242","Moderate Majority","0.8","500","20000","259","100","241","923513","0.5482625482625483","1","1"
"236","Moderate Majority","0.8","500","20000","306","100","194","1264098","0.6535947712418301","1","1"
"231","Moderate Majority","0.8","500","20000","393","96.94656488549617","107","1809398","0.7463593747431313","0.9696085256703587","0.9734351145038167"
"234","Moderate Majority","0.8","500","20000","384","98.4375","116","1790604","0.25235005329258137","0.9844446995079431","0.9858463541666665"
"235","Moderate Majority","0.8","500","20000","381","96.8503937007874","119","1730936","0.733123724952639","0.9686254819678592","0.97255905511811"
"237","Moderate Majority","0.8","500","20000","410","94.14634146341463","90","1825627","0.7420690036036031","0.9416290418076023","0.9519878048780489"
"246","Moderate Majority","0.8","500","20000","240","100","260","843511","0.475","1","1"
"241","Moderate Majority","0.8","500","20000","388","97.42268041237114","112","1774885","0.7424894793245714","0.9743139220892801","0.9777061855670105"
"245","Moderate Majority","0.8","500","20000","256","100","244","944879","0.55859375","1","1"
"243","Moderate Majority","0.8","500","20000","315","99.04761904761905","185","1333369","0.3409118218534167","0.9905383828683341","0.9917777777777776"
"252","Moderate Majority","1","500","20000","217","100","283","715332","0.5023041474654378","1","1"
"249","Moderate Majority","0.8","500","20000","239","100","261","826550","0.49372384937238495","1","1"
"253","Moderate Majority","1","500","20000","224","100","276","764517","0.4419642857142857","1","1"
"250","Moderate Majority","0.8","500","20000","247","100","253","920512","0.5587044534412956","1","1"
"251","Moderate Majority","1","500","20000","251","100","249","937365","0.3784860557768924","1","1"
"255","Moderate Majority","1","500","20000","229","100","271","772885","0.45414847161572053","1","1"
"244","Moderate Majority","0.8","500","20000","387","96.64082687338501","113","1771429","0.2614588182921585","0.9665419761769607","0.9699354005167957"
"254","Moderate Majority","1","500","20000","239","100","261","836229","0.5648535564853556","1","1"
"256","Moderate Majority","1","500","20000","222","100","278","743715","0.4864864864864865","1","1"
"259","Moderate Majority","1","500","20000","223","100","277","739116","0.5246636771300448","1","1"
"257","Moderate Majority","1","500","20000","212","100","288","710751","0.4669811320754717","1","1"
"258","Moderate Majority","1","500","20000","218","100","282","742100","0.5596330275229358","1","1"
"260","Moderate Majority","1","500","20000","221","100","279","728132","0.497737556561086","1","1"
"262","Moderate Majority","1","500","20000","225","100","275","753037","0.4711111111111111","1","1"
"263","Moderate Majority","1","500","20000","238","100","262","807351","0.4831932773109244","1","1"
"261","Moderate Majority","1","500","20000","223","100","277","755646","0.547085201793722","1","1"
"248","Moderate Majority","0.8","500","20000","371","95.14824797843666","129","1569907","0.292441608370905","0.9517099721885718","0.9611185983827492"
"247","Moderate Majority","0.8","500","20000","390","93.07692307692308","110","1711557","0.28216856866531254","0.9309761120918207","0.9419871794871798"
"264","Moderate Majority","1","500","20000","223","100","277","760316","0.5515695067264574","1","1"
"265","Moderate Majority","1","500","20000","215","100","285","714337","0.48372093023255813","1","1"
"266","Moderate Majority","1","500","20000","218","100","282","732834","0.463302752293578","1","1"
"267","Moderate Majority","1","500","20000","231","100","269","797172","0.5627705627705628","1","1"
"268","Moderate Majority","1","500","20000","228","100","272","776665","0.4517543859649123","1","1"
"271","Moderate Majority","1","500","20000","241","100","259","817227","0.5145228215767634","1","1"
"270","Moderate Majority","1","500","20000","228","100","272","783468","0.44298245614035087","1","1"
"269","Moderate Majority","1","500","20000","229","100","271","782338","0.5458515283842795","1","1"
"273","Moderate Majority","1","500","20000","235","100","265","800696","0.5404255319148936","1","1"
"272","Moderate Majority","1","500","20000","238","100","262","833284","0.42436974789915966","1","1"
"275","Moderate Majority","1","500","20000","210","100","290","698960","0.5238095238095238","1","1"
"274","Moderate Majority","1","500","20000","228","100","272","777922","0.5482456140350878","1","1"
"276","Moderate Majority","1","500","20000","220","100","280","738614","0.5318181818181819","1","1"
"277","Moderate Majority","1","500","20000","240","100","260","836903","0.5666666666666667","1","1"
"278","Moderate Majority","1","500","20000","234","100","266","811643","0.5769230769230769","1","1"
"282","Moderate Majority","1","500","20000","242","100","258","823464","0.47107438016528924","1","1"
"280","Moderate Majority","1","500","20000","206","100","294","682845","0.46116504854368934","1","1"
"279","Moderate Majority","1","500","20000","224","100","276","757435","0.5446428571428571","1","1"
"285","Moderate Majority","1","500","20000","237","100","263","808453","0.46835443037974683","1","1"
"283","Moderate Majority","1","500","20000","213","100","287","701973","0.49295774647887325","1","1"
"284","Moderate Majority","1","500","20000","218","100","282","730651","0.4541284403669725","1","1"
"281","Moderate Majority","1","500","20000","249","100","251","936918","0.6265060240963856","1","1"
"287","Moderate Majority","1","500","20000","234","100","266","792806","0.5427350427350427","1","1"
"286","Moderate Majority","1","500","20000","217","100","283","736892","0.5622119815668203","1","1"
"288","Moderate Majority","1","500","20000","220","100","280","739625","0.4772727272727273","1","1"
"289","Moderate Majority","1","500","20000","231","100","269","782237","0.5497835497835498","1","1"
"290","Moderate Majority","1","500","20000","218","100","282","731778","0.5412844036697247","1","1"
"291","Moderate Majority","1","500","20000","216","100","284","719337","0.49074074074074076","1","1"
"293","Moderate Majority","1","500","20000","217","100","283","717248","0.5069124423963134","1","1"
"295","Moderate Majority","1","500","20000","211","100","289","695702","0.5308056872037915","1","1"
"296","Moderate Majority","1","500","20000","230","100","270","781982","0.5304347826086957","1","1"
"294","Moderate Majority","1","500","20000","234","100","266","815338","0.5683760683760684","1","1"
"292","Moderate Majority","1","500","20000","215","100","285","719586","0.5395348837209303","1","1"
"298","Moderate Majority","1","500","20000","239","100","261","824447","0.5564853556485355","1","1"
"297","Moderate Majority","1","500","20000","228","100","272","766239","0.47368421052631576","1","1"
"300","Moderate Majority","1","500","20000","234","100","266","808306","0.44871794871794873","1","1"
"301","Polarized Majority","0","500","20000","500","99.4","0","1637613","0.5274054131609934","0.9948380883219818","1"
"303","Polarized Majority","0","500","20000","500","99","0","1641849","0.5067234912557651","0.9911034756835895","1"
"304","Polarized Majority","0","500","20000","500","98.8","0","1632701","0.49283041823301244","0.9894336172038026","1"
"302","Polarized Majority","0","500","20000","500","99","0","1638122","0.5006280058076494","0.9910824121002324","1"
"305","Polarized Majority","0","500","20000","500","99.2","0","1645975","0.5014144760571712","0.9929669907660487","1"
"299","Moderate Majority","1","500","20000","328","100","172","1456432","0.2530487804878049","1","1"
"306","Polarized Majority","0","500","20000","500","99.2","0","1654997","0.466563555039301","0.9928000772377579","1"
"309","Polarized Majority","0","500","20000","500","99.2","0","1644565","0.5059657386789622","0.992861309348982","1"
"313","Polarized Majority","0","500","20000","500","99.2","0","1644513","0.5287451505155977","0.9926365016322708","1"
"307","Polarized Majority","0","500","20000","500","99.2","0","1645635","0.5141077539997395","0.9927703148181303","1"
"310","Polarized Majority","0","500","20000","500","99","0","1643068","0.49406045018339895","0.9911370164152421","1"
"311","Polarized Majority","0","500","20000","500","98.8","0","1644481","0.5019154318644915","0.9891557640263059","1"
"308","Polarized Majority","0","500","20000","500","99.2","0","1644218","0.5212642680305828","0.9930149842867586","1"
"312","Polarized Majority","0","500","20000","500","99","0","1640949","0.49122486838847634","0.9911334421593243","1"
"314","Polarized Majority","0","500","20000","500","98.8","0","1647169","0.4818781306864952","0.9891857430964935","1"
"315","Polarized Majority","0","500","20000","500","99.4","0","1649048","0.5186687747265931","0.9944469145993762","1"
"316","Polarized Majority","0","500","20000","500","99.2","0","1642018","0.5041710479532291","0.9926448982398319","1"
"317","Polarized Majority","0","500","20000","500","99.4","0","1650561","0.5105829955369784","0.9945300887681819","1"
"318","Polarized Majority","0","500","20000","500","99.2","0","1654601","0.46126121584093505","0.9927035908445734","1"
"320","Polarized Majority","0","500","20000","500","99.4","0","1648934","0.47742496253362376","0.9945746042460394","1"
"319","Polarized Majority","0","500","20000","500","99.4","0","1637033","0.500732084172173","0.9946141982828691","1"
"321","Polarized Majority","0","500","20000","500","98.8","0","1649175","0.48269461686365617","0.9895085911548379","1"
"324","Polarized Majority","0","500","20000","500","99.4","0","1647966","0.497480143974774","0.9947101065946397","1"
"322","Polarized Majority","0","500","20000","500","99.2","0","1655023","0.4638912587109528","0.992923989745974","1"
"323","Polarized Majority","0","500","20000","500","99.6","0","1651239","0.4798507824168471","0.9962069805605652","1"
"326","Polarized Majority","0","500","20000","500","98.8","0","1655474","0.5299063642958821","0.9892610993365197","1"
"325","Polarized Majority","0","500","20000","500","99.2","0","1642006","0.49466682707445897","0.9929967423767752","1"
"327","Polarized Majority","0","500","20000","500","99.2","0","1637754","0.5018421843998652","0.9929191801174798","1"
"328","Polarized Majority","0","500","20000","500","99.4","0","1645859","0.5151899899485464","0.9946244058826575","1"
"330","Polarized Majority","0","500","20000","500","99","0","1653103","0.5293698410525989","0.9911522520654742","1"
"329","Polarized Majority","0","500","20000","500","99.2","0","1640881","0.5019039317426792","0.9927163757095496","1"
"331","Polarized Majority","0","500","20000","500","99.4","0","1654503","0.4544193861778837","0.9947313472519075","1"
"332","Polarized Majority","0","500","20000","500","98.6","0","1638673","0.4833121089918837","0.9877847151061021","1"
"333","Polarized Majority","0","500","20000","500","99.4","0","1643086","0.5114282134285131","0.9947593640781442","1"
"334","Polarized Majority","0","500","20000","500","98.8","0","1637238","0.5048159116190076","0.9891377377975553","1"
"335","Polarized Majority","0","500","20000","500","98.4","0","1631588","0.5060729949424139","0.985674266264387","1"
"338","Polarized Majority","0","500","20000","500","99.4","0","1648412","0.5146191627288916","0.9946117324770103","1"
"337","Polarized Majority","0","500","20000","500","99","0","1647382","0.47716058622187496","0.991091785125488","1"
"336","Polarized Majority","0","500","20000","500","99.4","0","1644495","0.4906932806084454","0.9944808385809151","1"
"339","Polarized Majority","0","500","20000","500","99.2","0","1643730","0.5000779430449102","0.9927361244584662","1"
"340","Polarized Majority","0","500","20000","500","99.6","0","1651375","0.4839818903849647","0.9966086757116601","1"
"341","Polarized Majority","0","500","20000","500","99.2","0","1646559","0.4990960533060235","0.9936473142475951","1"
"343","Polarized Majority","0","500","20000","500","99.2","0","1650836","0.4830432500090174","0.993482469050795","1"
"342","Polarized Majority","0","500","20000","500","99.4","0","1649591","0.5106536966310762","0.9948476105725779","1"
"347","Polarized Majority","0","500","20000","500","99.2","0","1651269","0.4780838878135155","0.9930192522127278","1"
"344","Polarized Majority","0","500","20000","500","99.2","0","1639631","0.5094282683832416","0.9927674637867229","1"
"345","Polarized Majority","0","500","20000","500","99.2","0","1645695","0.5267067825771883","0.9931263557619286","1"
"346","Polarized Majority","0","500","20000","500","99.2","0","1647578","0.5096781384963593","0.9928250299653247","1"
"348","Polarized Majority","0","500","20000","500","99.4","0","1649439","0.5192505636913393","0.9945375532759124","1"
"349","Polarized Majority","0","500","20000","500","99","0","1650484","0.4705029805805756","0.9912704882188108","1"
"350","Polarized Majority","0","500","20000","500","99","0","1645691","0.48452634251015814","0.9912661081484084","1"
"352","Polarized Majority","0.2","500","20000","500","91","0","1741110","0.6354569256287962","0.910657222763819","0.9895700000000002"
"351","Polarized Majority","0.2","500","20000","500","88.8","0","1657182","0.6006248990531141","0.889117065527871","0.9841099999999999"
"353","Polarized Majority","0.2","500","20000","500","88.4","0","1599470","0.5867251177565926","0.8848399975497919","0.9870300000000002"
"355","Polarized Majority","0.2","500","20000","500","88.4","0","1670261","0.39586282422928076","0.8856201651472995","0.9881200000000001"
"356","Polarized Majority","0.2","500","20000","500","90","0","1694061","0.6157477149170548","0.9011419170759668","0.9898700000000004"
"354","Polarized Majority","0.2","500","20000","500","90.8","0","1734735","0.3681778727673065","0.9093647532738639","0.9920900000000005"
"357","Polarized Majority","0.2","500","20000","500","90.4","0","1731971","0.6308179711466634","0.905052508990567","0.98912"
"358","Polarized Majority","0.2","500","20000","500","91.60000000000001","0","1756245","0.6383985598149502","0.9170186139163901","0.9881499999999999"
"360","Polarized Majority","0.2","500","20000","500","86.8","0","1600880","0.572660712460808","0.8693089915841471","0.9806300000000003"
"361","Polarized Majority","0.2","500","20000","500","87","0","1576752","0.4329855213063701","0.8710476786489858","0.97927"
"359","Polarized Majority","0.2","500","20000","500","87.6","0","1583988","0.5774046625461912","0.8772799089079767","0.9832500000000002"
"362","Polarized Majority","0.2","500","20000","500","89.4","0","1660981","0.6019560989202067","0.8941901228283038","0.98919"
"363","Polarized Majority","0.2","500","20000","500","90.8","0","1715777","0.6199884294371659","0.9086769499439471","0.9917100000000002"
"364","Polarized Majority","0.2","500","20000","500","88.2","0","1595464","0.41754730745136104","0.8831628194819572","0.9865100000000001"
"365","Polarized Majority","0.2","500","20000","500","85.6","0","1555106","0.43720374493110864","0.8581106121608822","0.9794900000000001"
"366","Polarized Majority","0.2","500","20000","500","89.60000000000001","0","1721412","0.6225446481825689","0.897585116103878","0.99094"
"367","Polarized Majority","0.2","500","20000","500","87.8","0","1616239","0.4127629076779221","0.879686722802334","0.9846600000000001"
"369","Polarized Majority","0.2","500","20000","500","91","0","1730692","0.6303341341927662","0.9111298744905457","0.9928499999999998"
"368","Polarized Majority","0.2","500","20000","500","91.60000000000001","0","1780851","0.6501210585715521","0.9165768323734177","0.9938299999999998"
"370","Polarized Majority","0.2","500","20000","500","87.4","0","1572605","0.5775199762412233","0.8750317095361946","0.9860000000000003"
"371","Polarized Majority","0.2","500","20000","500","91.4","0","1767776","0.6417141896528286","0.9149253838794855","0.9905499999999998"
"372","Polarized Majority","0.2","500","20000","500","92.4","0","1807595","0.33999441481438486","0.9252673978365967","0.9908000000000003"
"373","Polarized Majority","0.2","500","20000","500","88.4","0","1625346","0.596060668141604","0.8854940111960863","0.9914900000000002"
"374","Polarized Majority","0.2","500","20000","500","90.2","0","1679937","0.4019057115113604","0.9024489228458809","0.9806800000000001"
"375","Polarized Majority","0.2","500","20000","500","90","0","1685295","0.6160024237564818","0.9006967548150171","0.9892600000000001"
"376","Polarized Majority","0.2","500","20000","500","88.8","0","1638672","0.40629342522814915","0.8887860158311449","0.98047"
"377","Polarized Majority","0.2","500","20000","500","88.4","0","1641783","0.40681076902669533","0.8850250476349684","0.9847100000000003"
"378","Polarized Majority","0.2","500","20000","500","90.2","0","1740704","0.3698856615713887","0.9030051577666323","0.9896699999999999"
"379","Polarized Majority","0.2","500","20000","500","88","0","1629258","0.5923647896108167","0.8815110574695585","0.9882700000000001"
"381","Polarized Majority","0.2","500","20000","500","90","0","1684362","0.6122358549691816","0.90079785143185","0.9877100000000002"
"383","Polarized Majority","0.2","500","20000","500","88.6","0","1660332","0.6028693046930211","0.8875617341167593","0.9879100000000004"
"380","Polarized Majority","0.2","500","20000","500","92","0","1778883","0.6446526967747072","0.9206643899719323","0.9917300000000002"
"382","Polarized Majority","0.2","500","20000","500","92","0","1797012","0.6491077090411618","0.9208577133931839","0.9923"
"384","Polarized Majority","0.2","500","20000","500","90.2","0","1678887","0.39318331263804385","0.9025942850572126","0.9866399999999997"
"385","Polarized Majority","0.2","500","20000","500","88","0","1642510","0.5847183460859754","0.8808717791725028","0.9780500000000001"
"386","Polarized Majority","0.2","500","20000","500","89.60000000000001","0","1713687","0.382954326793525","0.8968634896785704","0.9917200000000003"
"387","Polarized Majority","0.2","500","20000","500","90.8","0","1750385","0.3610052423258169","0.9094760897671762","0.9919199999999998"
"389","Polarized Majority","0.2","500","20000","500","90.4","0","1730140","0.37895279089116624","0.9050287020114149","0.9876900000000003"
"391","Polarized Majority","0.2","500","20000","500","86","0","1552487","0.5659764765587162","0.8613784483243175","0.9848200000000001"
"390","Polarized Majority","0.2","500","20000","500","89.8","0","1685691","0.39025730912800227","0.8989302104931738","0.98888"
"388","Polarized Majority","0.2","500","20000","500","90.60000000000001","0","1716101","0.6226925608194922","0.9071162131556734","0.9914700000000002"
"392","Polarized Majority","0.2","500","20000","500","88.8","0","1649253","0.6003044032116943","0.8887612351911339","0.9888699999999999"
"397","Polarized Majority","0.2","500","20000","500","87.6","0","1594818","0.5744871198015914","0.8770907790252928","0.9856999999999998"
"393","Polarized Majority","0.2","500","20000","500","92.2","0","1797593","0.3393444149054727","0.9231935122554266","0.99413"
"396","Polarized Majority","0.2","500","20000","500","88.8","0","1602997","0.40730053183813714","0.8887239336103919","0.9839600000000002"
"394","Polarized Majority","0.2","500","20000","500","89.2","0","1667824","0.3927357140956015","0.8929020167961846","0.99158"
"399","Polarized Majority","0.2","500","20000","500","84.6","0","1509768","0.5554471026471084","0.8477932935729439","0.9832000000000004"
"398","Polarized Majority","0.2","500","20000","500","90.8","0","1707753","0.6321121640713689","0.9094558674022432","0.9928400000000002"
"395","Polarized Majority","0.2","500","20000","500","91.4","0","1744888","0.6345925434478801","0.9151844854103786","0.9929600000000003"
"400","Polarized Majority","0.2","500","20000","500","89","0","1659627","0.3935658655368681","0.8919761622901199","0.9889199999999999"
"401","Polarized Majority","0.4","500","20000","469","79.95735607675905","31","1523435","0.4381514320519349","0.8005903393380608","0.8671961620469084"
"402","Polarized Majority","0.4","500","20000","492","74.79674796747967","8","1503346","0.44044381606906163","0.7511653489607971","0.8695223577235771"
"403","Polarized Majority","0.4","500","20000","498","78.3132530120482","2","1529976","0.40997154488446325","0.7850034264851232","0.932208835341365"
"406","Polarized Majority","0.4","500","20000","388","87.62886597938144","112","1355354","0.5022768227408312","0.8767032875934092","0.9038788659793812"
"404","Polarized Majority","0.4","500","20000","499","81.56312625250501","1","1665542","0.3839670316378785","0.817176681786805","0.9260320641282568"
"405","Polarized Majority","0.4","500","20000","500","79.60000000000001","0","1617617","0.6074676344908811","0.7978210639996385","0.9462099999999996"
"407","Polarized Majority","0.4","500","20000","414","83.81642512077295","86","1396710","0.4735995575050851","0.8388692318508566","0.8838164251207725"
"409","Polarized Majority","0.4","500","20000","492","78.86178861788618","8","1551215","0.41959337764505006","0.7903106671820214","0.900599593495935"
"408","Polarized Majority","0.4","500","20000","413","81.59806295399515","87","1359384","0.5095637014116261","0.8168535332635679","0.8608837772397094"
"413","Polarized Majority","0.4","500","20000","379","94.1952506596306","121","1380218","0.5170115958612398","0.9421867591667161","0.9561873350923484"
"411","Polarized Majority","0.4","500","20000","413","82.56658595641646","87","1370417","0.5152493508190492","0.826347442509771","0.875774818401937"
"410","Polarized Majority","0.4","500","20000","431","76.33410672853829","69","1339442","0.49003009864216435","0.764754376760608","0.8333874709976796"
"414","Polarized Majority","0.4","500","20000","500","79","0","1566622","0.40243014336946165","0.792868310432074","0.93039"
"412","Polarized Majority","0.4","500","20000","499","82.76553106212425","1","1672184","0.3787943563524475","0.8292371198219314","0.9282264529058117"
"416","Polarized Majority","0.4","500","20000","496","79.43548387096774","4","1603344","0.40449305558064946","0.7967410830019906","0.9233971774193553"
"415","Polarized Majority","0.4","500","20000","500","83","0","1722236","0.635399632200855","0.8314055219766866","0.9390600000000004"
"417","Polarized Majority","0.4","500","20000","495","82.22222222222221","5","1676198","0.6151473381527613","0.823854121625745","0.9229696969696968"
"418","Polarized Majority","0.4","500","20000","445","78.65168539325843","55","1418751","0.5332394659398418","0.7879542852944007","0.8629999999999995"
"422","Polarized Majority","0.4","500","20000","411","88.32116788321169","89","1454627","0.4604340590762189","0.8836566395082903","0.9078467153284667"
"420","Polarized Majority","0.4","500","20000","498","80.52208835341365","2","1631846","0.6029401084310029","0.8070851100411722","0.9127911646586345"
"419","Polarized Majority","0.4","500","20000","500","86.8","0","1846648","0.3215648357164137","0.8695636325982312","0.9665000000000002"
"424","Polarized Majority","0.4","500","20000","434","76.72811059907833","66","1354676","0.5145999223664088","0.7685078781856497","0.8409447004608296"
"421","Polarized Majority","0.4","500","20000","500","81.2","0","1647359","0.37959867946057635","0.8143811064151596","0.9431000000000006"
"426","Polarized Majority","0.4","500","20000","409","88.50855745721272","91","1441702","0.4608690865793127","0.8854693777288974","0.9141809290953548"
"425","Polarized Majority","0.4","500","20000","390","87.6923076923077","110","1360577","0.5080656398546443","0.8773957802800255","0.9088717948717948"
"423","Polarized Majority","0.4","500","20000","466","75.32188841201717","34","1411007","0.45989323325319725","0.7553212234065483","0.8566845493562231"
"427","Polarized Majority","0.4","500","20000","500","82.8","0","1709782","0.6326082445067432","0.8299287552619953","0.9400699999999999"
"428","Polarized Majority","0.4","500","20000","498","79.71887550200803","2","1592443","0.3967016598999773","0.8002678058715912","0.9250000000000002"
"431","Polarized Majority","0.4","500","20000","478","75.73221757322176","22","1454289","0.44976706954269463","0.7593836283692885","0.8491841004184099"
"429","Polarized Majority","0.4","500","20000","500","79.2","0","1573562","0.5991697834825906","0.7942634936055147","0.93397"
"430","Polarized Majority","0.4","500","20000","495","79.7979797979798","5","1605831","0.4061526417912433","0.7995272300381959","0.9077676767676767"
"432","Polarized Majority","0.4","500","20000","496","79.43548387096774","4","1592293","0.5872446520926906","0.795994703870843","0.9039919354838705"
"433","Polarized Majority","0.4","500","20000","419","83.53221957040573","81","1409893","0.4699638991285887","0.8363662780970977","0.8864319809069214"
"434","Polarized Majority","0.4","500","20000","500","83.2","0","1722183","0.36461501213856684","0.8338116634178706","0.9455800000000002"
"435","Polarized Majority","0.4","500","20000","422","81.04265402843602","78","1385102","0.47990294582304277","0.8113513269577408","0.8742890995260665"
"438","Polarized Majority","0.4","500","20000","499","79.55911823647295","1","1628628","0.5981827751459964","0.7972419180511447","0.928937875751503"
"437","Polarized Majority","0.4","500","20000","498","77.91164658634538","2","1589156","0.4144174704078725","0.7812837943408402","0.9058232931726908"
"436","Polarized Majority","0.4","500","20000","493","78.09330628803245","7","1553144","0.5813632591358795","0.7830994898847261","0.8800709939148071"
"439","Polarized Majority","0.4","500","20000","432","77.77777777777779","68","1363444","0.4921211361989871","0.7788445928920943","0.8515162037037032"
"440","Polarized Majority","0.4","500","20000","479","76.82672233820459","21","1464868","0.5529442108671057","0.7696014947275125","0.8584029227557409"
"442","Polarized Majority","0.4","500","20000","451","78.7139689578714","49","1433940","0.5328973284117104","0.7881254923374234","0.8549778270509977"
"441","Polarized Majority","0.4","500","20000","499","80.16032064128257","1","1613060","0.3928034364429407","0.8038997356982255","0.9284168336673342"
"443","Polarized Majority","0.4","500","20000","449","78.17371937639199","51","1411861","0.465865412750156","0.7829134966806306","0.8539086859688192"
"445","Polarized Majority","0.4","500","20000","407","83.53808353808354","93","1374688","0.5070222626081292","0.8360802095953737","0.8830221130221134"
"444","Polarized Majority","0.4","500","20000","489","73.61963190184049","11","1463936","0.4513496926083153","0.7384137037937685","0.8650204498977506"
"446","Polarized Majority","0.4","500","20000","434","78.3410138248848","66","1367565","0.5214062159693121","0.7849191414294366","0.8553110599078341"
"452","Polarized Majority","0.6","500","20000","328","100","172","1191698","0.4969512195121951","1","1"
"447","Polarized Majority","0.4","500","20000","490","76.93877551020408","10","1526180","0.5693270804082329","0.7713043550621365","0.8851632653061224"
"451","Polarized Majority","0.6","500","20000","313","100","187","1140868","0.5143769968051118","1","1"
"453","Polarized Majority","0.6","500","20000","320","100","180","1156918","0.503125","1","1"
"449","Polarized Majority","0.4","500","20000","495","71.11111111111111","5","1394814","0.5441928341748894","0.7134129248468605","0.8713939393939393"
"454","Polarized Majority","0.6","500","20000","308","100","192","1123065","0.4935064935064935","1","1"
"448","Polarized Majority","0.4","500","20000","499","77.55511022044088","1","1521722","0.415536178283705","0.7773296343450018","0.9059819639278559"
"455","Polarized Majority","0.6","500","20000","325","100","175","1211031","0.4553846153846154","1","1"
"450","Polarized Majority","0.4","500","20000","454","81.71806167400881","46","1510224","0.4447224860319897","0.8179997444547","0.8750440528634363"
"457","Polarized Majority","0.6","500","20000","318","100","182","1150307","0.4811320754716981","1","1"
"456","Polarized Majority","0.6","500","20000","323","100","177","1226100","0.43962848297213625","1","1"
"459","Polarized Majority","0.6","500","20000","306","100","194","1126153","0.5228758169934641","1","1"
"458","Polarized Majority","0.6","500","20000","317","100","183","1206494","0.4479495268138801","1","1"
"463","Polarized Majority","0.6","500","20000","316","100","184","1143549","0.4936708860759494","1","1"
"460","Polarized Majority","0.6","500","20000","334","100","166","1224090","0.5119760479041916","1","1"
"461","Polarized Majority","0.6","500","20000","313","100","187","1126713","0.49201277955271566","1","1"
"462","Polarized Majority","0.6","500","20000","335","100","165","1271411","0.4388059701492537","1","1"
"465","Polarized Majority","0.6","500","20000","330","100","170","1203587","0.5060606060606061","1","1"
"464","Polarized Majority","0.6","500","20000","334","100","166","1252096","0.4550898203592814","1","1"
"466","Polarized Majority","0.6","500","20000","331","100","169","1206683","0.5045317220543807","1","1"
"468","Polarized Majority","0.6","500","20000","318","100","182","1158285","0.5","1","1"
"470","Polarized Majority","0.6","500","20000","324","100","176","1176859","0.4783950617283951","1","1"
"469","Polarized Majority","0.6","500","20000","338","100","162","1257659","0.5414201183431953","1","1"
"471","Polarized Majority","0.6","500","20000","317","100","183","1146599","0.4952681388012618","1","1"
"467","Polarized Majority","0.6","500","20000","322","99.68944099378882","178","1238318","0.4364174269789351","0.996903075362199","0.9969565217391304"
"473","Polarized Majority","0.6","500","20000","331","100","169","1207276","0.4743202416918429","1","1"
"472","Polarized Majority","0.6","500","20000","329","100","171","1217158","0.5167173252279635","1","1"
"474","Polarized Majority","0.6","500","20000","314","100","186","1133432","0.49044585987261147","1","1"
"475","Polarized Majority","0.6","500","20000","310","100","190","1160266","0.4612903225806452","1","1"
"476","Polarized Majority","0.6","500","20000","333","100","167","1277890","0.42342342342342343","1","1"
"477","Polarized Majority","0.6","500","20000","312","100","188","1129691","0.49038461538461536","1","1"
"478","Polarized Majority","0.6","500","20000","313","100","187","1150437","0.5303514376996805","1","1"
"479","Polarized Majority","0.6","500","20000","309","100","191","1130167","0.48220064724919093","1","1"
"480","Polarized Majority","0.6","500","20000","306","99.34640522875817","194","1134479","0.4671423711903794","0.9934834413096303","0.9938071895424837"
"481","Polarized Majority","0.6","500","20000","314","100","186","1137811","0.5063694267515924","1","1"
"482","Polarized Majority","0.6","500","20000","318","100","182","1156546","0.5062893081761006","1","1"
